Sep
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
66 64 62
72 67 62
82 71 60
72 65 59
73 64 55
79 67 55
84 72 62
82 74 66
80 74 68
82 74 66
84 76 68
82 73 64
86 76 69
75 69 62
73 64 55
82 70 57
82 72 61
80 70 61
68 60 54
70 58 48
77 65 53
69 63 57
69 58 48
70 63 55
61 54 46
64 57 50
63 55 48
59 50 46
57 50 42
55 48 42
Max Avg Min
63 60 58
62 60 59
64 59 49
52 51 49
53 50 47
54 51 47
61 57 50
63 59 58
64 62 59
66 63 59
63 59 52
68 60 51
66 62 56
67 62 51
54 47 42
53 48 44
54 51 48
59 53 50
54 46 40
49 43 37
54 47 43
61 55 44
49 42 36
65 50 31
44 38 35
57 49 40
49 42 37
45 40 37
40 35 30
38 31 25
Max Avg Min
94 - 83
94 - 66
100 - 39
75 - 47
86 - 44
77 - 39
72 - 44
73 - 45
84 - 52
88 - 56
83 - 39
87 - 51
88 - 38
100 - 58
84 - 33
72 - 25
72 - 30
75 - 38
81 - 37
80 - 31
81 - 31
94 - 45
83 - 30
90 - 30
74 - 39
94 - 46
89 - 44
86 - 49
89 - 35
76 - 33
Max Avg Min
16 - 9
14 - 0
16 - 4
14 - 4
13 - 0
9 - 0
10 - 4
9 - 0
12 - 0
14 - 0
16 - 6
18 - 6
14 - 6
18 - 0
16 - 4
13 - 0
21 - 5
15 - 5
22 - 5
13 - 0
16 - 4
17 - 0
17 - 6
15 - 8
12 - 0
15 - 0
22 - 7
16 - 7
15 - 5
16 - 5
Max Avg Min
30.13 - 30.04
30.13 - 30.05
30.04 - 29.86
30.13 - 29.96
30.2 - 30.12
30.17 - 30.06
30.08 - 30.01
30.1 - 30.05
30.17 - 30.1
30.18 - 30.11
30.19 - 30.02
30.01 - 29.86
29.99 - 29.89
30.01 - 29.86
30.08 - 30
30.1 - 30.02
30.18 - 30.08
30.14 - 29.88
30.13 - 29.81
30.25 - 30.13
30.22 - 29.93
29.91 - 29.75
29.99 - 29.87
29.91 - 29.71
30.09 - 29.92
29.96 - 29.55
29.84 - 29.63
30.07 - 29.83
30.19 - 30.07
30.3 - 30.15
Max Avg Min
- 0.88 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.06 -
- 0.00 -
- 0.63 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.38 -
- 0.03 -
- 0.11 -
- 0.00 -
- 0.60 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
