Jan
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
44 37 30
28 23 17
26 19 12
42 34 26
48 38 28
54 48 42
43 36 30
39 33 27
46 37 28
51 40 30
51 42 32
34 26 19
22 19 16
21 18 14
31 22 13
44 37 30
42 30 17
26 19 11
28 17 6
23 15 6
26 21 16
43 30 16
46 38 30
37 32 26
34 29 24
37 35 32
43 38 33
33 30 26
31 26 21
53 38 22
58 51 43
Max Avg Min
36 27 16
19 12 5
14 7 2
24 20 14
31 27 21
35 32 27
27 25 24
28 26 22
28 27 25
31 29 25
32 29 27
31 24 14
14 12 10
10 8 7
21 15 7
40 34 21
39 26 7
18 10 3
23 6 -12
19 10 -13
19 16 9
43 29 10
45 35 21
24 22 20
29 25 21
35 32 28
31 26 19
31 22 16
25 19 13
38 27 14
46 41 35
Max Avg Min
87 - 56
86 - 51
71 - 37
69 - 45
80 - 50
66 - 47
79 - 51
89 - 58
88 - 46
85 - 44
89 - 44
93 - 79
81 - 68
77 - 60
80 - 63
92 - 67
97 - 65
77 - 57
88 - 39
93 - 41
86 - 62
100 - 74
100 - 67
81 - 59
88 - 70
97 - 81
92 - 41
92 - 54
80 - 53
72 - 49
86 - 57
Max Avg Min
26 - 9
25 - 14
18 - 6
16 - 4
14 - 4
18 - 4
15 - 0
7 - 0
22 - 4
13 - 0
12 - 0
18 - 0
21 - 9
14 - 4
20 - 0
18 - 0
25 - 6
20 - 5
22 - 7
15 - 0
21 - 0
21 - 8
31 - 7
21 - 0
10 - 0
17 - 0
17 - 6
30 - 6
25 - 4
21 - 5
21 - 8
Max Avg Min
30.1 - 29.53
30.44 - 30.07
30.48 - 30.08
30.09 - 29.95
30.07 - 29.72
29.79 - 29.68
30.27 - 29.81
30.38 - 30.28
30.28 - 29.98
30.08 - 29.79
29.8 - 29.5
29.59 - 29.37
30.1 - 29.55
30.32 - 30.11
30.42 - 30.08
30.05 - 29.69
30.29 - 29.57
30.34 - 29.91
30.28 - 29.8
30.3 - 30.06
30.3 - 30.13
30.16 - 29.48
29.96 - 29.35
30.39 - 29.93
30.39 - 30.1
30.07 - 29.64
30 - 29.66
30.15 - 29.8
30.28 - 29.96
30.27 - 29.83
29.91 - 29.78
Max Avg Min
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.05 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.07 -
- 0.00 -
- 0.00 -
- 0.34 -
- 0.00 -
- 0.44 -
- 0.25 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.00 -
