Dec
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
35 28 21
48 38 28
30 24 19
33 29 25
30 21 12
25 16 9
30 27 24
27 22 16
33 30 26
34 31 28
34 31 28
35 30 26
34 31 28
28 24 19
30 28 26
28 23 18
21 18 16
35 28 21
34 28 23
37 30 24
37 35 33
51 44 37
52 34 15
26 24 21
41 32 24
45 36 28
36 34 32
34 32 30
28 24 21
33 28 24
32 28 24
Max Avg Min
30 19 1
46 36 19
20 17 13
28 24 16
28 21 6
21 13 5
25 24 21
26 17 5
30 27 25
29 27 25
34 30 25
27 23 18
32 27 24
22 17 12
27 26 20
27 18 10
18 15 12
27 24 17
25 21 19
29 25 20
36 33 30
49 42 36
49 16 6
20 17 15
30 24 19
33 27 24
34 28 23
34 29 23
23 19 17
27 24 21
30 28 23
Max Avg Min
93 - 38
96 - 69
78 - 54
93 - 60
100 - 63
88 - 55
93 - 74
96 - 57
100 - 82
100 - 75
100 - 79
75 - 61
96 - 79
78 - 63
96 - 66
96 - 58
93 - 78
89 - 70
88 - 61
84 - 67
100 - 82
100 - 82
94 - 62
81 - 64
88 - 57
89 - 49
100 - 65
100 - 72
85 - 74
88 - 70
100 - 86
Max Avg Min
25 - 0
26 - 5
23 - 6
8 - 0
25 - 0
10 - 0
16 - 4
10 - 5
15 - 6
10 - 0
14 - 0
12 - 4
20 - 0
12 - 0
22 - 5
25 - 8
14 - 7
14 - 6
9 - 0
13 - 5
9 - 0
22 - 4
33 - 17
22 - 8
13 - 4
10 - 5
15 - 0
21 - 6
23 - 6
12 - 0
22 - 0
Max Avg Min
30.54 - 29.86
30.07 - 29.65
30.35 - 30.07
30.14 - 29.68
30.3 - 29.64
30.32 - 30.09
30.29 - 30.06
30.48 - 30.29
30.43 - 30.24
30.39 - 30.26
30.29 - 30.02
30.39 - 30.12
30.19 - 29.98
30.46 - 30.2
30.37 - 29.68
30.18 - 29.66
30.27 - 30.14
30.2 - 29.91
30.22 - 29.93
30.19 - 29.95
30.03 - 29.95
29.99 - 29.41
29.9 - 29.25
30.19 - 29.87
30.26 - 30.13
30.13 - 29.9
30.23 - 29.89
30.25 - 29.69
30.16 - 29.98
30.12 - 29.82
29.94 - 29.77
Max Avg Min
- 0.41 -
- 0.24 -
- 0.00 -
- 0.14 -
- 0.09 -
- 0.02 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.68 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.13 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.05 -
- 0.03 -
- 0.10 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.06 -
- 0.16 -
- 0.00 -
- 0.00 -
- 0.11 -
